MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,Fence,SaleType,SaleCondition,SalePrice,SalePrice_log,NumberBath
RL,32.0,10846,None,IR1,Lvl,CulDSac,Veenker,TwnhsE,1Story,8,1993,1993,BrkFace,BrkFace,None,0,4,PConc,4,3,Gd,GLQ,1619,Unf,100,1719,5,Y,SBrkr,1719,0,1719,1,4,6,2,4,Attchd,1993,Fin,2,3,Y,122,30,None,Con,Normal,324000,12.688501881189456,1.5
RL,80.0,11600,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,1960,1960,Wd Sdng,Wd Sdng,BrkFace,175,3,CBlock,3,3,No,Rec,565,Unf,818,1383,3,Y,SBrkr,1383,0,1383,3,3,7,0,0,Attchd,1960,RFn,1,3,Y,0,45,None,WD,Normal,145250,11.886218559372042,1.5
RL,52.0,11888,Pave,IR1,Bnk,Inside,BrkSide,1Fam,2.5Unf,6,1916,1994,Wd Sdng,Wd Shng,None,0,3,BrkTil,3,3,No,Unf,0,Unf,844,844,4,N,FuseA,1445,689,2134,5,4,10,0,0,Detchd,1930,Unf,2,3,Y,0,60,None,WD,Normal,214500,12.276069679344003,2.0
RM,60.0,6402,None,Reg,Lvl,Corner,IDOTRR,1Fam,2Story,5,1920,1950,Wd Sdng,Wd Shng,None,0,3,PConc,3,3,Mn,Unf,0,Unf,596,596,3,N,SBrkr,596,596,1192,3,3,6,0,0,Detchd,1920,Unf,1,2,N,0,0,GdWo,WD,Normal,78000,11.264476926102367,1.0
RL,73.0,10624,None,IR1,Lvl,Inside,NAmes,Duplex,1Story,5,1964,1964,HdBoard,HdBoard,BrkFace,84,3,CBlock,3,3,No,GLQ,40,Rec,1424,1728,3,Y,SBrkr,1728,0,1728,6,3,10,0,0,Detchd,2002,Unf,1,3,Y,155,0,None,WD,Normal,119000,11.686887175419702,2.0
RL,70.0,8176,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,1958,1992,Wd Sdng,Wd Sdng,None,0,3,CBlock,3,3,No,Rec,846,Unf,210,1056,2,Y,SBrkr,1056,0,1056,3,3,6,0,0,Attchd,1958,RFn,1,3,Y,0,0,None,WD,Normal,139000,11.842236406331555,1.0
RL,85.0,10655,None,IR1,Lvl,Inside,NridgHt,1Fam,1Story,8,2003,2004,VinylSd,VinylSd,BrkFace,296,4,PConc,4,3,No,GLQ,1124,None,1603,3206,5,Y,SBrkr,1629,0,1629,3,4,7,1,4,Attchd,2003,RFn,3,3,Y,0,0,None,WD,Normal,284000,12.556733038263905,2.0
RM,59.0,8198,None,Reg,Lvl,FR3,NridgHt,TwnhsE,1Story,7,2004,2004,VinylSd,VinylSd,Stone,146,4,PConc,4,3,Av,GLQ,720,Unf,638,1358,5,Y,SBrkr,1358,0,1358,2,4,6,1,4,Attchd,2004,RFn,2,3,Y,192,30,None,WD,Normal,207000,12.240478903153711,2.0
RL,59.0,9042,None,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,1998,1998,VinylSd,VinylSd,None,0,3,PConc,4,3,Gd,GLQ,828,Unf,115,943,4,Y,SBrkr,943,695,1638,3,3,7,2,3,Attchd,1998,Fin,2,3,Y,100,38,None,WD,Normal,192000,12.165255859329688,2.5
RL,85.0,164660,None,IR1,HLS,Corner,Timber,2fmCon,1.5Fin,5,1965,1965,Plywood,Plywood,None,0,3,CBlock,3,3,Gd,ALQ,1249,BLQ,103,1499,5,Y,SBrkr,1619,167,1786,3,3,7,2,4,Attchd,1965,Fin,2,3,Y,670,0,None,WD,Normal,228950,12.34126328584159,2.0
RL,86.0,14157,None,IR1,HLS,Corner,StoneBr,1Fam,1Story,9,2005,2006,VinylSd,VinylSd,Stone,200,4,PConc,5,3,Gd,GLQ,1249,Unf,673,1922,5,Y,SBrkr,1922,0,1922,3,4,8,1,4,Attchd,2005,Fin,3,3,Y,178,51,None,WD,Normal,377426,12.841132451487937,2.0
RL,70.0,9135,None,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,2002,2003,VinylSd,VinylSd,BrkFace,113,4,PConc,4,3,Av,GLQ,810,Unf,726,1536,5,Y,SBrkr,1536,0,1536,3,4,7,0,0,Attchd,2002,RFn,2,3,Y,192,74,None,WD,Normal,214000,12.273735966890268,2.0
RL,91.0,14145,None,Reg,Lvl,Corner,NWAmes,1Fam,1Story,7,1984,1998,Wd Sdng,Wd Sdng,None,0,4,CBlock,4,3,Mn,ALQ,213,Unf,995,1208,5,Y,SBrkr,1621,0,1621,3,4,8,0,0,Attchd,1984,RFn,2,3,Y,108,45,None,WD,Normal,202500,12.218500103788143,2.0
RL,66.0,12400,None,IR1,Lvl,Inside,NAmes,1Fam,1Story,6,1958,1998,Wd Sdng,Wd Sdng,BrkFace,176,3,CBlock,3,2,No,Rec,585,Unf,630,1215,3,Y,FuseA,1215,0,1215,3,3,6,0,0,Attchd,1958,Unf,1,3,Y,0,0,None,WD,Normal,155000,11.951186847493476,1.0
RL,85.0,14191,None,Reg,Lvl,Inside,Timber,1Fam,2Story,8,2002,2002,VinylSd,VinylSd,None,0,4,PConc,4,3,No,Unf,0,Unf,967,967,5,Y,SBrkr,993,915,1908,4,4,9,0,0,Attchd,2002,Fin,2,3,Y,135,0,None,WD,Normal,202900,12.220473454337986,2.5
RH,60.0,8400,None,Reg,Lvl,Inside,SawyerW,1Fam,1Story,4,1950,1950,Wd Sdng,AsbShng,None,0,2,CBlock,3,2,No,Unf,0,Unf,721,721,4,Y,SBrkr,841,0,841,2,3,4,0,0,CarPort,1950,Unf,1,3,N,250,0,None,WD,Normal,82000,11.314486721293981,1.0
RL,73.0,8544,None,Reg,Lvl,Inside,NAmes,Duplex,1Story,3,1949,1950,Stucco,Stucco,BrkFace,340,3,Slab,0,0,None,None,0,None,0,0,2,N,FuseA,1040,0,1040,2,3,6,0,0,Detchd,1949,Unf,2,3,Y,0,0,None,WD,Normal,87500,11.37940550085183,2.0
RL,63.0,8849,None,IR1,Lvl,Inside,NridgHt,TwnhsE,1Story,9,2005,2005,MetalSd,MetalSd,BrkFace,616,5,PConc,5,3,No,GLQ,28,Unf,1656,1684,5,Y,SBrkr,1684,0,1684,2,5,6,1,5,Attchd,2005,RFn,2,3,Y,495,72,None,WD,Normal,266000,12.491255347155265,2.0
RM,36.0,2592,None,Reg,Lvl,Inside,MeadowV,TwnhsE,2Story,5,1976,1976,CemntBd,CmentBd,None,0,3,CBlock,4,3,No,Rec,129,BLQ,175,536,3,Y,SBrkr,536,576,1112,3,3,4,0,0,Attchd,1976,Unf,1,3,Y,182,0,None,WD,Normal,85000,11.350418300109132,1.5
RL,65.0,6435,None,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,6,1939,1950,MetalSd,MetalSd,None,0,3,BrkTil,3,3,No,Unf,0,Unf,972,972,4,Y,SBrkr,972,605,1577,3,2,6,1,4,Detchd,1939,Unf,1,3,Y,0,0,None,WD,Normal,140200,11.850832386224807,1.0
RL,73.0,12772,None,IR1,Lvl,CulDSac,NAmes,1Fam,1Story,6,1960,1998,MetalSd,MetalSd,None,0,3,CBlock,3,3,Mn,BLQ,498,Unf,460,958,3,Y,SBrkr,958,0,958,2,3,5,0,0,Attchd,1960,RFn,1,3,Y,0,0,None,WD,Normal,151500,11.928347504569842,1.0
RL,73.0,17600,None,IR1,Lvl,Inside,NAmes,1Fam,1Story,6,1960,1960,Wd Sdng,Wd Sdng,BrkFace,30,3,CBlock,3,3,No,BLQ,1270,Unf,208,1478,5,Y,FuseA,1478,0,1478,3,3,6,2,4,Attchd,1960,Unf,2,3,Y,0,40,None,WD,Normal,157500,11.967187086434018,2.0
RL,36.0,2448,None,Reg,Lvl,Inside,NridgHt,Twnhs,2Story,7,2003,2004,VinylSd,Wd Shng,Stone,106,4,PConc,4,3,No,GLQ,573,Unf,191,764,5,Y,SBrkr,764,862,1626,2,4,6,0,0,BuiltIn,2003,RFn,2,3,Y,0,27,None,WD,Normal,154000,11.944714374881176,2.5
RL,56.0,20431,None,IR2,Lvl,Inside,NridgHt,1Fam,2Story,9,2005,2006,CemntBd,CmentBd,BrkFace,870,5,PConc,5,3,No,GLQ,1410,Unf,438,1848,5,Y,SBrkr,1848,880,2728,4,5,10,2,5,Attchd,2006,Fin,3,3,Y,0,0,None,New,Partial,437154,12.988043102265232,2.5
RL,68.0,7820,None,IR1,Lvl,Inside,NridgHt,TwnhsE,1Story,9,2007,2007,MetalSd,MetalSd,BrkFace,362,5,PConc,5,3,No,Unf,0,Unf,1869,1869,5,Y,SBrkr,1869,0,1869,2,5,6,1,4,Attchd,2007,RFn,2,3,Y,210,54,None,New,Partial,318061,12.670001611311875,2.0
RL,80.0,5271,None,IR1,Low,Inside,ClearCr,1Fam,1Story,7,1986,1986,Wd Sdng,Wd Sdng,None,0,3,PConc,4,3,Gd,GLQ,1082,Unf,371,1453,4,Y,SBrkr,1453,0,1453,2,4,6,1,3,Attchd,1986,RFn,2,3,Y,0,80,None,WD,Abnorml,190000,12.154784614286667,1.5
RL,60.0,9084,None,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,5,1941,1950,VinylSd,VinylSd,None,0,3,CBlock,3,2,Mn,LwQ,236,Rec,0,616,3,N,SBrkr,616,495,1111,3,3,5,0,0,Detchd,1941,Unf,1,3,Y,48,0,None,ConLw,Normal,95000,11.461642696843066,1.0
RM,60.0,8520,None,Reg,Lvl,Inside,OldTown,1Fam,1Story,6,1928,2003,VinylSd,VinylSd,None,0,3,BrkTil,3,3,No,Unf,0,Unf,624,624,4,Y,SBrkr,720,0,720,2,3,5,0,0,Detchd,2005,Unf,2,3,Y,106,0,None,WD,Normal,105900,11.570259974415547,1.0
RL,60.0,8400,None,Reg,Bnk,Inside,SWISU,1Fam,1.5Fin,6,1940,2000,Wd Sdng,MetalSd,None,0,3,CBlock,3,3,No,LwQ,388,Unf,552,940,5,Y,SBrkr,1192,403,1595,2,3,6,2,4,Attchd,1940,Unf,1,3,Y,0,0,None,WD,Normal,140000,11.849404844423074,1.0
RL,105.0,11249,None,IR2,Lvl,Inside,CollgCr,1Fam,1Story,6,1995,1995,VinylSd,VinylSd,None,0,4,PConc,4,4,No,ALQ,334,BLQ,322,1200,5,Y,SBrkr,1200,0,1200,3,4,6,0,0,Attchd,1995,RFn,2,3,Y,0,26,None,WD,Normal,177500,12.086731521684555,2.0
RL,65.0,9248,None,IR1,Lvl,Inside,Gilbert,1Fam,1Story,6,1992,1992,HdBoard,HdBoard,BrkFace,106,3,PConc,4,3,No,GLQ,560,Unf,598,1158,4,Y,SBrkr,1167,0,1167,3,4,6,0,0,Attchd,1992,RFn,2,3,Y,120,26,None,WD,Normal,173000,12.06105265381003,2.0
RM,44.0,4224,None,Reg,Lvl,Inside,MeadowV,TwnhsE,1Story,5,1976,1976,CemntBd,CmentBd,None,0,3,PConc,4,3,No,ALQ,874,Unf,268,1142,3,Y,SBrkr,1142,0,1142,3,3,6,1,1,Attchd,1976,Fin,2,3,Y,536,90,MnPrv,WD,Normal,134000,11.80560254159177,1.5
RL,92.0,6930,None,IR1,Lvl,Inside,ClearCr,1Fam,SLvl,5,1958,1958,Wd Sdng,ImStucc,BrkFace,120,3,CBlock,3,3,Av,BLQ,300,Rec,468,1062,5,Y,FuseF,1352,0,1352,3,4,6,0,0,BuiltIn,1958,Unf,1,3,Y,168,0,None,WD,Abnorml,130000,11.775297421715827,1.0
RL,78.0,12011,None,IR1,Lvl,CulDSac,NoRidge,1Fam,2Story,8,1998,1998,VinylSd,VinylSd,BrkFace,530,4,PConc,4,3,Av,GLQ,956,Unf,130,1086,5,Y,SBrkr,1086,838,1924,3,4,7,1,3,Attchd,1998,RFn,2,3,Y,208,75,None,WD,Normal,280000,12.54254845357358,2.5
RL,73.0,7540,None,IR1,Lvl,CulDSac,Mitchel,1Fam,SFoyer,6,1978,1978,VinylSd,VinylSd,None,0,3,CBlock,4,3,Av,GLQ,773,Unf,115,888,5,Y,SBrkr,912,0,912,2,3,5,1,3,Attchd,1978,RFn,2,3,Y,0,0,MnPrv,WD,Normal,156000,11.957617696467539,1.0
RL,52.0,9144,Pave,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,5,1940,1982,MetalSd,MetalSd,None,0,3,CBlock,3,3,No,Rec,399,Unf,484,883,4,Y,SBrkr,988,517,1505,3,3,8,0,0,Detchd,1940,Unf,1,3,N,0,0,None,WD,Normal,145000,11.884495917930655,1.0
RL,64.0,7301,None,Reg,Lvl,Corner,Edwards,1Fam,SFoyer,7,2003,2003,HdBoard,HdBoard,BrkFace,500,4,Slab,0,0,None,None,0,None,0,0,5,Y,SBrkr,495,1427,1922,4,4,7,1,5,BuiltIn,2003,RFn,2,3,Y,0,0,None,ConLD,Normal,198500,12.198549416880068,3.0
RM,21.0,1680,None,Reg,Lvl,Inside,BrDale,Twnhs,2Story,6,1972,2007,HdBoard,HdBoard,BrkFace,510,3,CBlock,3,3,No,ALQ,162,Unf,321,483,4,Y,SBrkr,483,504,987,2,4,5,0,0,Detchd,1972,Unf,1,3,Y,250,0,None,WD,Normal,118000,11.678448377988165,1.5
RL,80.0,18800,None,IR1,Lvl,FR2,NWAmes,1Fam,2Story,6,1976,1976,HdBoard,HdBoard,BrkFace,120,3,PConc,4,3,Mn,GLQ,712,Unf,84,796,3,Y,SBrkr,790,784,1574,3,3,6,1,3,Attchd,1976,Fin,2,3,Y,306,111,None,WD,Normal,190000,12.154784614286667,2.5
RM,59.0,10690,None,Reg,Lvl,Inside,IDOTRR,1Fam,2Story,5,1920,1997,VinylSd,VinylSd,None,0,3,CBlock,3,2,No,Rec,456,Unf,216,672,4,Y,FuseA,672,672,1344,3,3,6,0,0,Detchd,1964,Unf,1,3,Y,0,128,None,WD,Normal,147000,11.898194668458823,1.0
RL,73.0,9500,None,IR1,Lvl,Inside,NAmes,1Fam,1Story,6,1963,1963,Plywood,Plywood,BrkFace,247,3,CBlock,4,3,No,BLQ,609,Unf,785,1394,4,Y,SBrkr,1394,0,1394,3,3,6,2,4,Attchd,1963,RFn,2,3,Y,0,76,None,WD,Normal,159000,11.976665770490767,1.5
RL,101.0,9150,None,IR1,Lvl,Corner,NAmes,1Fam,SLvl,6,1962,1962,Plywood,Plywood,BrkFace,305,3,CBlock,4,3,Gd,GLQ,371,Unf,728,1099,4,Y,SBrkr,1431,0,1431,3,3,6,1,4,Basment,1962,RFn,1,3,Y,64,110,None,WD,Normal,165000,12.013706813470414,1.0
RL,78.0,7800,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,1954,1954,HdBoard,HdBoard,BrkFace,200,3,PConc,3,3,No,LwQ,540,Unf,728,1268,4,Y,SBrkr,1268,0,1268,2,3,7,1,4,Attchd,1954,Fin,1,3,Y,0,98,None,WD,Normal,132000,11.790564777297387,1.0
RL,73.0,9830,None,IR1,Lvl,Corner,NAmes,1Fam,1Story,5,1959,2006,Wd Sdng,Wd Sdng,None,0,3,CBlock,3,3,No,ALQ,72,Rec,733,1063,5,Y,SBrkr,1287,0,1287,3,4,7,1,4,Detchd,1997,Fin,2,3,Y,364,17,None,WD,Normal,162000,11.995357787034976,1.0
RL,65.0,8121,None,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,2000,2000,VinylSd,VinylSd,None,0,3,PConc,4,3,No,Unf,0,Unf,953,953,5,Y,SBrkr,953,711,1664,3,3,7,1,3,Attchd,2000,RFn,2,3,Y,100,40,None,WD,Normal,172400,12.057578437658945,2.5
RL,80.0,17120,None,Reg,Lvl,Inside,ClearCr,1Fam,1.5Fin,4,1959,1959,WdShing,Plywood,None,0,3,CBlock,0,0,None,None,0,None,0,0,3,Y,SBrkr,1120,468,1588,4,3,7,1,4,Detchd,1991,Fin,2,3,N,0,59,None,WD,Normal,134432,11.808821212646512,2.0
RL,50.0,7175,None,Reg,Lvl,Inside,SawyerW,TwnhsE,1Story,6,1984,1984,Plywood,Plywood,None,0,3,CBlock,4,3,No,ALQ,623,LwQ,0,744,3,Y,SBrkr,752,0,752,2,3,4,0,0,Attchd,1984,Unf,1,3,Y,353,0,MnPrv,WD,Normal,125000,11.736077016252437,1.0
RL,79.0,10634,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,1953,1953,MetalSd,MetalSd,None,0,3,PConc,3,3,No,BLQ,428,LwQ,0,608,3,Y,SBrkr,1319,0,1319,3,3,5,0,0,Attchd,1953,Unf,1,3,Y,66,0,GdWo,WD,Normal,123000,11.719947764402807,1.0
RL,65.0,8200,None,Reg,Lvl,Inside,CollgCr,1Fam,2Story,7,2003,2004,VinylSd,VinylSd,None,0,4,PConc,4,3,No,Unf,0,Unf,847,847,5,Y,SBrkr,847,1081,1928,4,4,8,1,4,BuiltIn,2003,Fin,2,3,Y,100,48,None,WD,Normal,219500,12.299112067295642,2.5
RL,65.5,10020,None,IR1,Low,Inside,Edwards,1Fam,1Story,1,1922,1950,Wd Sdng,Wd Sdng,None,0,2,BrkTil,2,1,Gd,BLQ,350,Unf,333,683,4,N,FuseA,904,0,904,1,2,4,0,0,None,0,None,0,0,Y,0,0,None,WD,Normal,61000,11.0186455364637,0.5
RL,57.0,8846,None,IR1,Lvl,CulDSac,CollgCr,1Fam,SFoyer,5,1996,1996,VinylSd,VinylSd,None,0,4,PConc,4,3,Av,GLQ,298,Unf,572,870,5,Y,SBrkr,914,0,914,2,3,5,0,0,Detchd,1998,Unf,2,3,Y,0,0,None,WD,Normal,148000,11.904974309480181,1.0
FV,102.0,11143,None,IR1,Lvl,Corner,Somerst,1Fam,2Story,8,2004,2005,CemntBd,CmentBd,None,0,4,PConc,4,3,No,Unf,0,Unf,1580,1580,5,Y,SBrkr,1580,886,2466,4,4,8,1,4,Attchd,2004,RFn,2,3,Y,159,214,None,WD,Normal,340000,12.73670383776449,3.0
RL,88.0,11394,None,Reg,Lvl,Corner,StoneBr,1Fam,1Story,9,2010,2010,VinylSd,VinylSd,Stone,350,4,PConc,5,3,Av,GLQ,1445,Unf,411,1856,5,Y,SBrkr,1856,0,1856,1,5,8,1,5,Attchd,2010,Fin,3,3,Y,113,0,None,New,Partial,394432,12.885204569609956,1.5
RL,60.0,8123,None,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,2000,2000,VinylSd,VinylSd,BrkFace,16,3,PConc,4,3,No,Unf,0,Unf,982,982,5,Y,SBrkr,1007,793,1800,3,3,7,1,3,Attchd,2000,Fin,2,3,Y,100,63,None,WD,Normal,179000,12.095146671399466,2.5
RL,50.0,5000,Pave,Reg,Lvl,Inside,SWISU,1Fam,1.5Fin,5,1924,1950,BrkFace,Wd Sdng,None,0,3,BrkTil,3,3,No,LwQ,218,Unf,808,1026,3,Y,SBrkr,1026,665,1691,3,4,6,1,4,Detchd,1924,Unf,1,3,Y,0,0,None,WD,Normal,127000,11.751950239425476,2.0
FV,60.0,7200,Pave,Reg,Lvl,Inside,Somerst,1Fam,1Story,7,2006,2006,VinylSd,VinylSd,None,0,4,PConc,4,4,No,Unf,0,Unf,1293,1293,5,Y,SBrkr,1301,0,1301,2,4,5,1,4,Attchd,2006,RFn,2,3,Y,216,121,None,New,Partial,187750,12.142871895843887,2.0
RL,79.0,9245,None,IR1,Lvl,Inside,CollgCr,1Fam,2Story,7,2006,2006,VinylSd,VinylSd,None,0,4,PConc,4,3,Av,Unf,0,Unf,939,939,5,Y,SBrkr,939,858,1797,3,4,8,0,0,Attchd,2006,RFn,2,3,Y,144,53,None,WD,Normal,213500,12.271396795480596,2.5
RH,60.0,9000,None,Reg,Lvl,Corner,SawyerW,1Fam,1.5Unf,6,1928,1950,Wd Sdng,Wd Sdng,None,0,3,BrkTil,2,2,No,Unf,0,Unf,784,784,3,N,FuseA,784,0,784,2,3,5,0,0,Detchd,1950,Unf,2,2,N,0,0,None,WD,Normal,76000,11.23850177707664,1.0
RL,80.0,53107,None,IR2,Low,Corner,ClearCr,1Fam,2Story,6,1992,1992,HdBoard,HdBoard,None,0,4,PConc,4,3,Av,GLQ,985,Unf,595,1580,5,Y,SBrkr,1079,874,1953,3,4,9,2,2,Attchd,1992,Fin,2,3,Y,216,231,None,WD,Normal,240000,12.388398368982115,2.5
RL,43.0,3182,None,Reg,Lvl,Inside,Blmngtn,TwnhsE,1Story,8,2004,2005,VinylSd,VinylSd,BrkFace,16,4,PConc,4,3,No,GLQ,24,Unf,1232,1256,5,Y,SBrkr,1269,0,1269,2,4,6,1,3,Attchd,2004,Fin,2,3,Y,146,20,None,WD,Normal,192000,12.165255859329688,2.0
RL,58.0,8410,None,Reg,Lvl,FR2,Edwards,1Fam,1.5Fin,5,1910,1996,Wd Sdng,VinylSd,None,0,3,PConc,3,3,No,Unf,0,Unf,658,658,3,Y,SBrkr,658,526,1184,5,3,8,0,0,None,0,None,0,0,N,0,151,None,WD,AdjLand,81000,11.302216779257382,1.0
RL,72.0,7200,None,Reg,Lvl,Inside,Edwards,1Fam,SLvl,6,1976,1976,MetalSd,MetalSd,BrkFace,255,3,CBlock,3,3,Av,ALQ,631,Unf,410,1041,5,Y,SBrkr,1125,0,1125,3,3,6,1,2,Detchd,1977,Unf,1,3,Y,296,0,GdWo,WD,Abnorml,125000,11.736077016252437,1.0
RL,93.0,9382,None,IR1,Lvl,CulDSac,CollgCr,1Fam,1Story,7,1999,2000,VinylSd,VinylSd,BrkFace,125,4,PConc,4,3,No,Unf,0,Unf,1468,1468,5,Y,SBrkr,1479,0,1479,3,4,6,0,0,Attchd,1999,RFn,2,3,Y,120,25,None,WD,Normal,191000,12.160033942617156,2.0
RL,96.0,12474,None,Reg,Lvl,Inside,NridgHt,1Fam,2Story,10,2007,2008,VinylSd,VinylSd,Stone,272,5,PConc,5,3,Av,GLQ,1280,Unf,402,1682,5,Y,SBrkr,1742,590,2332,3,5,9,1,5,BuiltIn,2008,Fin,3,3,Y,196,134,None,New,Partial,426000,12.962196972666593,2.5
RL,50.0,8405,Grvl,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,5,1900,1950,MetalSd,MetalSd,None,0,3,BrkTil,3,4,No,Rec,241,BLQ,229,861,5,Y,SBrkr,961,406,1367,4,3,7,0,0,Detchd,1978,Unf,1,3,Y,0,130,MnPrv,WD,Normal,119000,11.686887175419702,1.0
RL,71.0,12209,None,IR1,Lvl,CulDSac,Mitchel,1Fam,2Story,6,2001,2002,VinylSd,VinylSd,None,0,3,PConc,5,3,No,ALQ,690,Unf,114,804,5,Y,SBrkr,804,1157,1961,3,4,7,1,3,BuiltIn,2001,Fin,2,3,Y,125,192,None,WD,Normal,215000,12.278397958261774,2.5
RL,73.0,8339,None,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,1959,1959,MetalSd,MetalSd,None,0,3,Slab,0,0,None,None,0,None,0,0,3,Y,SBrkr,882,0,882,3,3,5,0,0,Attchd,1959,RFn,1,3,Y,0,0,MnPrv,WD,Normal,106500,11.575909653758895,1.0
RL,52.0,7446,None,Reg,Lvl,Corner,BrkSide,1Fam,1Story,4,1941,1950,WdShing,Wd Shng,None,0,3,CBlock,3,3,No,Rec,266,Unf,522,788,3,Y,FuseA,788,0,788,2,3,4,2,3,None,0,None,0,0,Y,0,0,GdWo,WD,Abnorml,100000,11.51293546492023,1.0
RL,60.0,10134,None,Reg,Lvl,Inside,OldTown,1Fam,1.5Fin,5,1940,1950,MetalSd,MetalSd,None,0,3,CBlock,3,3,No,Unf,0,Unf,735,735,4,Y,FuseA,735,299,1034,2,3,5,0,0,Detchd,1940,Unf,1,3,Y,0,39,None,WD,Normal,109000,11.599112335481124,1.0
RL,68.0,9571,None,Reg,Lvl,Inside,Edwards,1Fam,1Story,5,1956,1956,Wd Sdng,Wd Sdng,None,0,3,CBlock,3,3,Av,BLQ,739,Unf,405,1144,3,Y,SBrkr,1144,0,1144,3,3,6,0,0,Attchd,1956,Unf,1,3,Y,44,0,None,WD,Normal,129000,11.767575435251748,1.0
RL,60.0,7200,None,Reg,Low,Inside,CollgCr,1Fam,1Story,5,1972,1972,MetalSd,MetalSd,None,0,3,CBlock,3,3,Av,Rec,777,Unf,117,894,3,Y,SBrkr,894,0,894,2,3,6,0,0,Detchd,1985,RFn,2,3,Y,215,0,None,WD,Normal,123000,11.719947764402807,1.0
RL,69.0,7590,None,Reg,Lvl,Inside,NAmes,1Fam,2Story,5,1962,1962,VinylSd,VinylSd,BrkFace,288,3,CBlock,3,3,No,ALQ,540,Unf,324,864,3,Y,SBrkr,876,936,1812,4,3,8,1,3,Attchd,1962,RFn,1,3,Y,0,168,None,WD,Normal,169500,12.040614105490253,2.0
RM,60.0,8967,None,Reg,Lvl,Corner,IDOTRR,1Fam,1Story,5,1920,1950,MetalSd,MetalSd,None,0,3,BrkTil,2,1,No,Unf,0,Unf,961,961,4,Y,Mix,1077,0,1077,2,3,6,0,0,Detchd,1920,Unf,1,1,N,0,0,None,WD,Abnorml,67000,11.112462823634855,1.0
FV,65.0,8125,None,Reg,Lvl,Inside,Somerst,1Fam,2Story,7,2006,2007,CemntBd,CmentBd,Stone,100,4,PConc,4,3,No,GLQ,812,Unf,280,1092,5,Y,SBrkr,1112,438,1550,2,4,7,0,0,Attchd,2007,Fin,2,3,Y,0,168,None,WD,Normal,241000,12.392556361841777,2.0
RL,38.0,14963,None,IR2,Lvl,Inside,Veenker,TwnhsE,1Story,8,1996,1996,BrkFace,BrkFace,None,0,4,PConc,4,3,No,GLQ,786,Unf,474,1260,5,Y,SBrkr,1288,0,1288,1,5,4,2,4,Attchd,1996,Fin,2,3,Y,120,30,None,WD,Normal,245500,12.411056299528171,1.5
RL,65.0,8767,None,IR1,Lvl,Inside,CollgCr,1Fam,1Story,7,2005,2005,VinylSd,VinylSd,None,0,4,PConc,4,3,Av,GLQ,24,Unf,1286,1310,5,Y,SBrkr,1310,0,1310,3,4,6,1,4,Attchd,2005,Fin,2,3,Y,0,0,None,New,Partial,164990,12.013646205940514,2.0
RL,60.0,10200,None,Reg,Lvl,Inside,Sawyer,1Fam,1Story,5,1940,1997,Wd Sdng,Wd Sdng,None,0,3,PConc,3,3,No,Unf,0,Unf,672,672,5,Y,SBrkr,672,0,672,2,3,4,0,0,Detchd,1940,Unf,1,3,N,168,0,GdPrv,WD,Normal,108000,11.58989576532275,1.0
RL,93.0,12090,None,Reg,Lvl,Corner,NoRidge,1Fam,2Story,8,1998,1998,VinylSd,VinylSd,BrkFace,650,4,PConc,4,3,No,Unf,0,Unf,1141,1141,4,Y,SBrkr,1165,1098,2263,4,4,10,1,3,BuiltIn,1998,Fin,2,3,Y,144,123,None,WD,Abnorml,258000,12.460718739865236,2.5
RL,65.0,10364,None,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,1995,1996,MetalSd,MetalSd,None,0,3,PConc,4,3,No,Unf,0,Unf,806,806,4,Y,SBrkr,806,766,1572,3,3,7,1,3,BuiltIn,1995,Fin,2,3,Y,0,40,None,WD,Normal,168000,12.031725210748633,2.5
